Date,temperature,anomoly
5/21/2023 18:00,16.101,0.3308
5/22/2023 0:00,15.698,0.4045
5/22/2023 6:00,16.14,0.4946
5/22/2023 12:00,16.391,0.3597
5/22/2023 18:00,16.069,0.2724
5/23/2023 0:00,15.727,0.4049
5/23/2023 6:00,16.154,0.4828
5/23/2023 12:00,16.471,0.4113
5/23/2023 18:00,16.152,0.3253
5/24/2023 0:00,15.799,0.451
5/24/2023 6:00,16.218,0.5214
5/24/2023 12:00,16.546,0.458
5/24/2023 18:00,16.213,0.357
5/25/2023 0:00,15.83,0.454
5/25/2023 6:00,16.253,0.5291
5/25/2023 12:00,16.552,0.4372
5/25/2023 18:00,16.325,0.441
5/26/2023 0:00,15.919,0.5128
5/26/2023 6:00,16.266,0.5103
5/26/2023 12:00,16.589,0.4457
5/26/2023 18:00,16.3,0.3857
5/27/2023 0:00,15.853,0.4171
5/27/2023 6:00,16.25,0.4647
5/27/2023 12:00,16.634,0.4622
5/27/2023 18:00,16.37,0.4262
5/28/2023 0:00,16.015,0.5495
5/28/2023 6:00,16.393,0.579
5/28/2023 12:00,16.585,0.3863
5/28/2023 18:00,16.305,0.3345
5/29/2023 0:00,15.882,0.3903
5/29/2023 6:00,16.33,0.4907
5/29/2023 12:00,16.631,0.4065
5/29/2023 18:00,16.451,0.4561
5/30/2023 0:00,16.045,0.5273
5/30/2023 6:00,16.455,0.5897
5/30/2023 12:00,16.749,0.501
5/30/2023 18:00,16.563,0.5446
5/31/2023 0:00,16.073,0.5339
5/31/2023 6:00,16.504,0.6161
5/31/2023 12:00,16.762,0.4939
5/31/2023 18:00,16.482,0.4384
6/1/2023 0:00,16.004,0.442
6/1/2023 6:00,16.43,0.5197
6/1/2023 12:00,16.764,0.475
6/1/2023 18:00,16.477,0.4105
6/2/2023 0:00,16.002,0.415
6/2/2023 6:00,16.493,0.5598
6/2/2023 12:00,16.795,0.4829
6/2/2023 18:00,16.518,0.4308
6/3/2023 0:00,16.088,0.482
6/3/2023 6:00,16.47,0.5198
6/3/2023 12:00,16.835,0.5034
6/3/2023 18:00,16.661,0.5513
6/4/2023 0:00,16.164,0.5402
6/4/2023 6:00,16.549,0.5855
6/4/2023 12:00,16.855,0.5056
6/4/2023 18:00,16.599,0.4719
6/5/2023 0:00,16.063,0.4229
6/5/2023 6:00,16.512,0.5331
6/5/2023 12:00,16.894,0.5269
6/5/2023 18:00,16.613,0.4684
6/6/2023 0:00,16.145,0.4865
6/6/2023 6:00,16.631,0.6354
6/6/2023 12:00,17.002,0.6179
6/6/2023 18:00,16.747,0.5806
6/7/2023 0:00,16.269,0.5904
6/7/2023 6:00,16.591,0.578
6/7/2023 12:00,17.041,0.6401
6/7/2023 18:00,16.815,0.6256
6/8/2023 0:00,16.371,0.6745
6/8/2023 6:00,16.767,0.7371
6/8/2023 12:00,17.208,0.7878
6/8/2023 18:00,16.941,0.7293
6/9/2023 0:00,16.505,0.7899
6/9/2023 6:00,16.805,0.7598
6/9/2023 12:00,17.177,0.7378
6/9/2023 18:00,16.969,0.741
6/10/2023 0:00,16.53,0.7968
6/10/2023 6:00,16.766,0.7057
6/10/2023 12:00,17.115,0.6609
6/10/2023 18:00,16.814,0.5709
6/11/2023 0:00,16.396,0.6471
6/11/2023 6:00,16.665,0.5913
6/11/2023 12:00,17.082,0.6132
6/11/2023 18:00,16.74,0.4792
6/12/2023 0:00,16.306,0.5404
6/12/2023 6:00,16.69,0.6006
6/12/2023 12:00,16.979,0.4954
6/12/2023 18:00,16.759,0.4836
6/13/2023 0:00,16.25,0.4677
6/13/2023 6:00,16.575,0.4688
6/13/2023 12:00,16.883,0.3838
6/13/2023 18:00,16.694,0.3987
6/14/2023 0:00,16.206,0.4038
6/14/2023 6:00,16.653,0.5309
6/14/2023 12:00,17.002,0.4864
6/14/2023 18:00,16.745,0.431
6/15/2023 0:00,16.281,0.462
6/15/2023 6:00,16.588,0.4522
6/15/2023 12:00,17.007,0.4741
6/15/2023 18:00,16.814,0.4831
6/16/2023 0:00,16.306,0.4713
6/16/2023 6:00,16.689,0.5409
6/16/2023 12:00,17.044,0.4957
6/16/2023 18:00,16.809,0.4627
6/17/2023 0:00,16.267,0.4151
6/17/2023 6:00,16.629,0.4683
6/17/2023 12:00,17.029,0.4698
6/17/2023 18:00,16.733,0.3716
6/18/2023 0:00,16.238,0.3704
6/18/2023 6:00,16.594,0.4219
6/18/2023 12:00,16.998,0.4294
6/18/2023 18:00,16.797,0.4221
6/19/2023 0:00,16.28,0.3992
6/19/2023 6:00,16.608,0.4232
6/19/2023 12:00,16.967,0.386
6/19/2023 18:00,16.758,0.3663
6/20/2023 0:00,16.268,0.3708
6/20/2023 6:00,16.543,0.3482
6/20/2023 12:00,16.893,0.3006
6/20/2023 18:00,16.749,0.3429
6/21/2023 0:00,16.329,0.4166
6/21/2023 6:00,16.606,0.3982
6/21/2023 12:00,16.983,0.3778
6/21/2023 18:00,16.783,0.3615
6/22/2023 0:00,16.353,0.4268
6/22/2023 6:00,16.645,0.4249
6/22/2023 12:00,17.022,0.4048
6/22/2023 18:00,16.846,0.4136
6/23/2023 0:00,16.293,0.3556
6/23/2023 6:00,16.703,0.4714
6/23/2023 12:00,17.038,0.412
6/23/2023 18:00,16.868,0.4256
6/24/2023 0:00,16.393,0.4445
6/24/2023 6:00,16.68,0.4385
6/24/2023 12:00,17,0.3685
6/24/2023 18:00,16.854,0.4033
6/25/2023 0:00,16.42,0.4622
6/25/2023 6:00,16.852,0.6003
6/25/2023 12:00,17.074,0.435
6/25/2023 18:00,16.834,0.3735
6/26/2023 0:00,16.392,0.424
6/26/2023 6:00,16.742,0.4822
6/26/2023 12:00,17.155,0.507
6/26/2023 18:00,16.982,0.5108
6/27/2023 0:00,16.531,0.5536
6/27/2023 6:00,16.803,0.5331
6/27/2023 12:00,17.212,0.5552
6/27/2023 18:00,17.074,0.5912
6/28/2023 0:00,16.477,0.4902
6/28/2023 6:00,16.758,0.4807
6/28/2023 12:00,17.161,0.4964
6/28/2023 18:00,16.962,0.4711
6/29/2023 0:00,16.411,0.4167
6/29/2023 6:00,16.792,0.5057
6/29/2023 12:00,17.124,0.4543
6/29/2023 18:00,17.025,0.5276
6/30/2023 0:00,16.557,0.5574
6/30/2023 6:00,16.744,0.454
6/30/2023 12:00,17.095,0.4211
6/30/2023 18:00,17.017,0.5123
7/1/2023 0:00,16.425,0.4193
7/1/2023 6:00,16.721,0.4276
7/1/2023 12:00,17.112,0.4348
7/1/2023 18:00,17.025,0.516
7/2/2023 0:00,16.528,0.5179
7/2/2023 6:00,16.792,0.4962
7/2/2023 12:00,17.25,0.5715
7/2/2023 18:00,17.205,0.6906
7/3/2023 0:00,16.712,0.6963
7/3/2023 6:00,17.058,0.7593
7/3/2023 12:00,17.445,0.7629
7/3/2023 18:00,17.311,0.7916
7/4/2023 0:00,16.849,0.8284
7/4/2023 6:00,17.172,0.8714
7/4/2023 12:00,17.613,0.9304
7/4/2023 18:00,17.464,0.943
7/5/2023 0:00,16.856,0.8353
7/5/2023 6:00,17.206,0.9039
7/5/2023 12:00,17.545,0.8632
7/5/2023 18:00,17.376,0.8544
7/6/2023 0:00,16.861,0.8398
7/6/2023 6:00,17.145,0.845
7/6/2023 12:00,17.558,0.8766
7/6/2023 18:00,17.343,0.8203
7/7/2023 0:00,16.909,0.8856
7/7/2023 6:00,17.192,0.8912
7/7/2023 12:00,17.57,0.8875
7/7/2023 18:00,17.386,0.8609
7/8/2023 0:00,16.887,0.8605
7/8/2023 6:00,17.207,0.9049
7/8/2023 12:00,17.477,0.7932
7/8/2023 18:00,17.297,0.7652
7/9/2023 0:00,16.864,0.8338
7/9/2023 6:00,17.184,0.879
7/9/2023 12:00,17.464,0.7797
7/9/2023 18:00,17.321,0.7828
7/10/2023 0:00,16.847,0.8109
7/10/2023 6:00,17.166,0.8571
7/10/2023 12:00,17.476,0.7885
7/10/2023 18:00,17.283,0.738
7/11/2023 0:00,16.828,0.7842
7/11/2023 6:00,17.103,0.7892
7/11/2023 12:00,17.387,0.6978
7/11/2023 18:00,17.303,0.7537
7/12/2023 0:00,16.763,0.7157
7/12/2023 6:00,17.067,0.7519
7/12/2023 12:00,17.412,0.7231
7/12/2023 18:00,17.275,0.7231
7/13/2023 0:00,16.855,0.8051
7/13/2023 6:00,17.115,0.7962
7/13/2023 12:00,17.376,0.6838
7/13/2023 18:00,17.135,0.578
7/14/2023 0:00,16.721,0.6647
7/14/2023 6:00,16.977,0.6525
7/14/2023 12:00,17.328,0.6325
7/14/2023 18:00,17.142,0.5814
7/15/2023 0:00,16.685,0.6218
7/15/2023 6:00,17.019,0.6885
7/15/2023 12:00,17.404,0.7059
7/15/2023 18:00,17.233,0.6675
7/16/2023 0:00,16.723,0.6549
7/16/2023 6:00,17.07,0.7346
7/16/2023 12:00,17.414,0.7123
7/16/2023 18:00,17.277,0.7061
7/17/2023 0:00,16.852,0.7801
7/17/2023 6:00,17.129,0.7904
7/17/2023 12:00,17.483,0.7794
7/17/2023 18:00,17.327,0.7551
7/18/2023 0:00,16.801,0.7273
7/18/2023 6:00,17.047,0.7099
7/18/2023 12:00,17.467,0.7617
7/18/2023 18:00,17.284,0.713
7/19/2023 0:00,16.735,0.6617
7/19/2023 6:00,17.069,0.733
7/19/2023 12:00,17.386,0.6849
7/19/2023 18:00,17.225,0.6559
7/20/2023 0:00,16.744,0.6738
7/20/2023 6:00,17.01,0.6782
7/20/2023 12:00,17.321,0.6218
7/20/2023 18:00,17.267,0.6999
7/21/2023 0:00,16.819,0.7498
7/21/2023 6:00,17.066,0.7345
7/21/2023 12:00,17.334,0.6347
7/21/2023 18:00,17.257,0.69
7/22/2023 0:00,16.753,0.6828
7/22/2023 6:00,17.051,0.7202
7/22/2023 12:00,17.354,0.6565
7/22/2023 18:00,17.234,0.6674
7/23/2023 0:00,16.757,0.685
7/23/2023 6:00,16.975,0.6436
7/23/2023 12:00,17.403,0.7043
7/23/2023 18:00,17.183,0.6123
7/24/2023 0:00,16.722,0.6459
7/24/2023 6:00,17.001,0.667
7/24/2023 12:00,17.383,0.6826
7/24/2023 18:00,17.25,0.677
7/25/2023 0:00,16.77,0.6905
7/25/2023 6:00,17.021,0.6849
7/25/2023 12:00,17.444,0.7429
7/25/2023 18:00,17.229,0.6543
7/26/2023 0:00,16.768,0.687
7/26/2023 6:00,16.983,0.6469
7/26/2023 12:00,17.343,0.6429
7/26/2023 18:00,17.225,0.6504
7/27/2023 0:00,16.746,0.665
7/27/2023 6:00,16.962,0.6231
7/27/2023 12:00,17.372,0.6729
7/27/2023 18:00,17.178,0.6036
7/28/2023 0:00,16.691,0.6081
7/28/2023 6:00,16.987,0.6442
7/28/2023 12:00,17.296,0.5959
7/28/2023 18:00,17.15,0.5741
7/29/2023 0:00,16.681,0.595
7/29/2023 6:00,16.974,0.627
7/29/2023 12:00,17.264,0.56
7/29/2023 18:00,17.114,0.5352
7/30/2023 0:00,16.744,0.6573
7/30/2023 6:00,16.917,0.5705
7/30/2023 12:00,17.215,0.5108
7/30/2023 18:00,17.152,0.5733
7/31/2023 0:00,16.635,0.5492
7/31/2023 6:00,16.866,0.5225
7/31/2023 12:00,17.221,0.5187
7/31/2023 18:00,17.155,0.5763
8/1/2023 0:00,16.69,0.6068
8/1/2023 6:00,17.042,0.7003
8/1/2023 12:00,17.353,0.6541
8/1/2023 18:00,17.295,0.723
8/2/2023 0:00,16.725,0.6471
8/2/2023 6:00,17.003,0.6677
8/2/2023 12:00,17.342,0.6482
8/2/2023 18:00,17.267,0.7015
8/3/2023 0:00,16.827,0.7556
8/3/2023 6:00,17,0.6697
8/3/2023 12:00,17.292,0.6037
8/3/2023 18:00,17.207,0.6499
8/4/2023 0:00,16.794,0.7277
8/4/2023 6:00,17.122,0.7957
8/4/2023 12:00,17.396,0.7128
8/4/2023 18:00,17.321,0.7717
8/5/2023 0:00,16.777,0.7185
8/5/2023 6:00,17.089,0.7691
8/5/2023 12:00,17.304,0.6296
8/5/2023 18:00,17.208,0.6688
8/6/2023 0:00,16.709,0.6594
8/6/2023 6:00,17.038,0.7279
8/6/2023 12:00,17.308,0.6403
8/6/2023 18:00,17.176,0.6476
8/7/2023 0:00,16.794,0.7545
8/7/2023 6:00,16.993,0.6923
8/7/2023 12:00,17.31,0.6547
8/7/2023 18:00,17.099,0.5813
8/8/2023 0:00,16.678,0.6475
8/8/2023 6:00,16.959,0.6674
8/8/2023 12:00,17.26,0.6156
8/8/2023 18:00,17.036,0.5302
8/9/2023 0:00,16.647,0.6263
8/9/2023 6:00,16.959,0.6756
8/9/2023 12:00,17.2,0.5648
8/9/2023 18:00,17.031,0.5391
8/10/2023 0:00,16.622,0.6128
8/10/2023 6:00,16.922,0.6489
8/10/2023 12:00,17.183,0.5595
8/10/2023 18:00,17.045,0.5639
8/11/2023 0:00,16.654,0.6567
8/11/2023 6:00,16.874,0.6114
8/11/2023 12:00,17.204,0.5902
8/11/2023 18:00,17.036,0.5686
8/12/2023 0:00,16.571,0.5857
8/12/2023 6:00,16.88,0.6286
8/12/2023 12:00,17.214,0.6115
8/12/2023 18:00,16.931,0.4743
8/13/2023 0:00,16.526,0.5551
8/13/2023 6:00,16.804,0.5642
8/13/2023 12:00,17.166,0.5736
8/13/2023 18:00,16.953,0.5078
8/14/2023 0:00,16.456,0.497
8/14/2023 6:00,16.75,0.5194
8/14/2023 12:00,17.112,0.5274
8/14/2023 18:00,16.956,0.5213
8/15/2023 0:00,16.482,0.5357
8/15/2023 6:00,16.84,0.6193
8/15/2023 12:00,17.186,0.6115
8/15/2023 18:00,16.951,0.5289
8/16/2023 0:00,16.607,0.6734
8/16/2023 6:00,16.826,0.6153
8/16/2023 12:00,17.226,0.6609
8/16/2023 18:00,17.077,0.6701
8/17/2023 0:00,16.518,0.5987
8/17/2023 6:00,16.798,0.5992
8/17/2023 12:00,17.172,0.616
8/17/2023 18:00,17.049,0.6551
8/18/2023 0:00,16.533,0.6284
8/18/2023 6:00,16.833,0.6478
8/18/2023 12:00,17.183,0.6398
8/18/2023 18:00,16.989,0.6117
8/19/2023 0:00,16.496,0.6091
8/19/2023 6:00,16.795,0.6249
8/19/2023 12:00,17.201,0.6717
8/19/2023 18:00,16.975,0.6108
8/20/2023 0:00,16.443,0.5711
8/20/2023 6:00,16.79,0.6332
8/20/2023 12:00,17.19,0.6732
8/20/2023 18:00,16.959,0.6099
8/21/2023 0:00,16.502,0.6451
8/21/2023 6:00,16.823,0.6807
8/21/2023 12:00,17.126,0.6225
8/21/2023 18:00,17.003,0.6732
8/22/2023 0:00,16.51,0.6675
8/22/2023 6:00,16.861,0.7329
8/22/2023 12:00,17.273,0.7873
8/22/2023 18:00,17.078,0.767
8/23/2023 0:00,16.541,0.7135
8/23/2023 6:00,16.794,0.683
8/23/2023 12:00,17.145,0.6757
8/23/2023 18:00,16.943,0.6512
8/24/2023 0:00,16.534,0.7227
8/24/2023 6:00,16.882,0.7875
8/24/2023 12:00,17.139,0.6878
8/24/2023 18:00,16.883,0.6108
8/25/2023 0:00,16.571,0.7762
8/25/2023 6:00,16.886,0.8098
8/25/2023 12:00,17.207,0.7735
8/25/2023 18:00,16.992,0.7368
8/26/2023 0:00,16.575,0.7995
8/26/2023 6:00,16.847,0.7893
8/26/2023 12:00,17.068,0.6543
8/26/2023 18:00,16.913,0.6798
8/27/2023 0:00,16.437,0.6814
8/27/2023 6:00,16.774,0.7355
8/27/2023 12:00,17.028,0.6349
8/27/2023 18:00,16.866,0.6556
8/28/2023 0:00,16.443,0.7112
8/28/2023 6:00,16.741,0.724
8/28/2023 12:00,16.949,0.5774
8/28/2023 18:00,16.798,0.614
8/29/2023 0:00,16.371,0.6634
8/29/2023 6:00,16.655,0.6618
8/29/2023 12:00,16.945,0.5969
8/29/2023 18:00,16.733,0.5757
8/30/2023 0:00,16.412,0.7288
8/30/2023 6:00,16.683,0.7148
8/30/2023 12:00,16.874,0.5485
8/30/2023 18:00,16.733,0.5985
8/31/2023 0:00,16.326,0.6663
8/31/2023 6:00,16.603,0.6576
8/31/2023 12:00,16.874,0.5689
8/31/2023 18:00,16.73,0.6181
9/1/2023 0:00,16.27,0.637
9/1/2023 6:00,16.593,0.675
9/1/2023 12:00,16.976,0.696
9/1/2023 18:00,16.697,0.61
9/2/2023 0:00,16.342,0.735
9/2/2023 6:00,16.631,0.7396
9/2/2023 12:00,16.909,0.6547
9/2/2023 18:00,16.688,0.6292
9/3/2023 0:00,16.199,0.6207
9/3/2023 6:00,16.629,0.7633
9/3/2023 12:00,16.878,0.6482
9/3/2023 18:00,16.667,0.6371
9/4/2023 0:00,16.156,0.6071
9/4/2023 6:00,16.469,0.629
9/4/2023 12:00,16.811,0.6052
9/4/2023 18:00,16.538,0.5349
9/5/2023 0:00,16.076,0.5532
9/5/2023 6:00,16.407,0.591
9/5/2023 12:00,16.769,0.5849
9/5/2023 18:00,16.504,0.5262
9/6/2023 0:00,16.195,0.6968
9/6/2023 6:00,16.502,0.7095
9/6/2023 12:00,16.906,0.7427
9/6/2023 18:00,16.773,0.8196
9/7/2023 0:00,16.223,0.7496
9/7/2023 6:00,16.547,0.7791
9/7/2023 12:00,16.894,0.7566
9/7/2023 18:00,16.638,0.7149
9/8/2023 0:00,16.141,0.697
9/8/2023 6:00,16.419,0.6776
9/8/2023 12:00,16.892,0.7808
9/8/2023 18:00,16.657,0.7634
9/9/2023 0:00,16.2,0.7839
9/9/2023 6:00,16.488,0.7761
9/9/2023 12:00,16.888,0.8039
9/9/2023 18:00,16.729,0.8682
9/10/2023 0:00,16.337,0.9512
9/10/2023 6:00,16.617,0.9299
9/10/2023 12:00,16.976,0.916
9/10/2023 18:00,16.779,0.9463
9/11/2023 0:00,16.313,0.9558
9/11/2023 6:00,16.512,0.8505
9/11/2023 12:00,16.882,0.846
9/11/2023 18:00,16.689,0.8832
9/12/2023 0:00,16.279,0.9468
9/12/2023 6:00,16.551,0.913
9/12/2023 12:00,16.912,0.8985
9/12/2023 18:00,16.64,0.8585
9/13/2023 0:00,16.242,0.9317
9/13/2023 6:00,16.576,0.9605
9/13/2023 12:00,16.825,0.8315
9/13/2023 18:00,16.675,0.917
9/14/2023 0:00,16.16,0.8729
9/14/2023 6:00,16.496,0.9023
9/14/2023 12:00,16.862,0.8888
9/14/2023 18:00,16.618,0.8823
9/15/2023 0:00,16.231,0.9669
9/15/2023 6:00,16.65,1.0771
9/15/2023 12:00,16.88,0.9271
9/15/2023 18:00,16.667,0.9566
9/16/2023 0:00,16.236,0.9997
9/16/2023 6:00,16.658,1.1095
9/16/2023 12:00,16.952,1.0179
9/16/2023 18:00,16.723,1.0357
9/17/2023 0:00,16.259,1.047
9/17/2023 6:00,16.61,1.0818
9/17/2023 12:00,16.948,1.0348
9/17/2023 18:00,16.686,1.0204
9/18/2023 0:00,16.308,1.1207
9/18/2023 6:00,16.592,1.085
9/18/2023 12:00,16.848,0.9546
9/18/2023 18:00,16.665,1.021
9/19/2023 0:00,16.266,1.1023
9/19/2023 6:00,16.523,1.0382
9/19/2023 12:00,16.865,0.9917
9/19/2023 18:00,16.649,1.0293
9/20/2023 0:00,16.117,0.9774
9/20/2023 6:00,16.434,0.9726
9/20/2023 12:00,16.811,0.9572
9/20/2023 18:00,16.617,1.0201
9/21/2023 0:00,16.155,1.0406
9/21/2023 6:00,16.502,1.064
9/21/2023 12:00,16.792,0.9608
9/21/2023 18:00,16.652,1.0821
9/22/2023 0:00,16.153,1.0663
9/22/2023 6:00,16.422,1.0115
9/22/2023 12:00,16.883,1.0792
9/22/2023 18:00,16.656,1.1153
9/23/2023 0:00,16.197,1.1381
9/23/2023 6:00,16.383,1.0009
9/23/2023 12:00,16.801,1.0255
9/23/2023 18:00,16.587,1.0786
9/24/2023 0:00,16.061,1.0337
9/24/2023 6:00,16.297,0.9456
9/24/2023 12:00,16.734,0.9887
9/24/2023 18:00,16.506,1.0291
9/25/2023 0:00,16.02,1.0232
9/25/2023 6:00,16.284,0.9622
9/25/2023 12:00,16.629,0.9157
9/25/2023 18:00,16.319,0.8746
9/26/2023 0:00,15.926,0.9597
9/26/2023 6:00,16.228,0.9357
9/26/2023 12:00,16.586,0.9043
9/26/2023 18:00,16.393,0.9802
9/27/2023 0:00,15.86,0.925
9/27/2023 6:00,16.244,0.9793
9/27/2023 12:00,16.598,0.9425
9/27/2023 18:00,16.317,0.9303
9/28/2023 0:00,15.892,0.9825
9/28/2023 6:00,16.211,0.9702
9/28/2023 12:00,16.554,0.9229
9/28/2023 18:00,16.269,0.91
9/29/2023 0:00,15.792,0.9095
9/29/2023 6:00,16.171,0.9558
9/29/2023 12:00,16.544,0.9391
9/29/2023 18:00,16.253,0.9211
9/30/2023 0:00,15.786,0.931
9/30/2023 6:00,16.056,0.8664
9/30/2023 12:00,16.446,0.8658
9/30/2023 18:00,16.272,0.9692
10/1/2023 0:00,15.73,0.9035
10/1/2023 6:00,16.121,0.9572
10/1/2023 12:00,16.512,0.958
10/1/2023 18:00,16.175,0.8995
10/2/2023 0:00,15.718,0.9191
10/2/2023 6:00,16.039,0.9011
10/2/2023 12:00,16.416,0.8833
10/2/2023 18:00,16.142,0.8916
10/3/2023 0:00,15.621,0.848
10/3/2023 6:00,15.915,0.8022
10/3/2023 12:00,16.261,0.7499
10/3/2023 18:00,16.011,0.7842
10/4/2023 0:00,15.501,0.7522
10/4/2023 6:00,15.776,0.6865
10/4/2023 12:00,16.179,0.6897
10/4/2023 18:00,15.962,0.7589
10/5/2023 0:00,15.519,0.7947
10/5/2023 6:00,15.861,0.7964
10/5/2023 12:00,16.219,0.7528
10/5/2023 18:00,15.914,0.7376
10/6/2023 0:00,15.449,0.7536
10/6/2023 6:00,15.874,0.8394
10/6/2023 12:00,16.189,0.7532
10/6/2023 18:00,15.834,0.6926
10/7/2023 0:00,15.402,0.7416
10/7/2023 6:00,15.672,0.672
10/7/2023 12:00,16.063,0.6588
10/7/2023 18:00,15.706,0.5996
10/8/2023 0:00,15.305,0.6801
10/8/2023 6:00,15.73,0.7655
10/8/2023 12:00,16.079,0.7081
10/8/2023 18:00,15.853,0.7825
10/9/2023 0:00,15.416,0.8257
10/9/2023 6:00,15.764,0.8348
10/9/2023 12:00,16.11,0.7743
10/9/2023 18:00,15.942,0.9057
